Sonic
kickForward,leftKnee,0.0, 0.0, 0.0
kickForward,rightWrist,0.0, 0.0, 0.0
kickForward,rightHip,0.440924733877, -1.10231375694, 0.330693840981
kickForward,rightElbow,-0.385809272528, 3.14159274101, -1.1574293375
kickForward,leftElbow,0.165347099304, 3.14159274101, -0.95554125309
kickForward,rightMiddleSpike,0.0, 0.0, 0.0
kickForward,leftWrist,0.151643887162, 0.0551158264279, -0.385809272528
kickForward,leftAnkle,0.0, 0.0551154501736, -0.0551160126925
kickForward,jaw,0.0, 0.0, 0.0
kickForward,lowerSpike,0.0, 0.0, 0.0
kickForward,leftHip,0.0, 0.0, 0.0
kickForward,rightKnee,0.0, 0.33069345355, 0.0
kickForward,leftLowerSpike,0.0, 3.14159274101, 0.0
kickForward,leftShoulder,-0.606272995472, -0.606271862984, -0.110231466591
kickForward,rightEyeBrow,0.0, 0.0, 0.0
kickForward,topSpike,0.0, 0.0, 0.0
kickForward,lowerRightSpike,0.0, 0.0, 0.0
kickForward,leftMiddleSpike,0.0, 3.14159274101, 0.0
kickForward,rightAnkle,0.0, 0.0, 0.0
kickForward,rightShoulder,0.0, 3.14159274101, 0.0
kickForward,neck,0.275578379631, 0.110231280327, 0.0
kickForward,leftEyeBrow,0.0, 3.14159274101, 0.0
armsForward,leftKnee,0.0, 0.0, 0.0
armsForward,rightWrist,0.0, -1.62469887733, -0.0338485091925
armsForward,rightHip,0.0, 0.0, 0.0
armsForward,rightElbow,-0.385809272528, 3.14159274101, -0.582015931606
armsForward,leftElbow,0.165347099304, 3.14159274101, -0.95554125309
armsForward,rightMiddleSpike,0.0, 0.0, 0.0
armsForward,leftWrist,0.151643887162, 0.0551158264279, -0.385809272528
armsForward,leftAnkle,0.0, 0.0551154501736, -0.0551160126925
armsForward,jaw,0.0, 0.0, 0.0
armsForward,lowerSpike,0.0, 0.0, 0.0
armsForward,leftHip,0.0, 0.0, 0.0
armsForward,rightKnee,0.0, 0.0, 0.0
armsForward,leftLowerSpike,0.0, 3.14159274101, 0.0
armsForward,leftShoulder,-0.606272995472, -1.59654808044, -0.0551158264279
armsForward,rightEyeBrow,0.0, 0.0, 0.0
armsForward,topSpike,0.0, 0.0, 0.0
armsForward,lowerRightSpike,0.0, 0.0, 0.0
armsForward,leftMiddleSpike,0.0, 3.14159274101, 0.0
armsForward,rightAnkle,0.0, 0.0, 0.0
armsForward,rightShoulder,1.25237214565, 3.14159274101, -0.609263420105
armsForward,neck,0.0, 0.0, 0.0
armsForward,leftEyeBrow,0.0, 3.14159274101, 0.0
armsLeft,leftKnee,0.0, 0.0, 0.0
armsLeft,rightWrist,0.0, 0.0, 0.0
armsLeft,rightHip,0.0, 0.0, 0.0
armsLeft,rightElbow,-0.385809272528, 3.14159274101, -1.73284387589
armsLeft,leftElbow,0.165347099304, 3.14159274101, -0.95554125309
armsLeft,rightMiddleSpike,0.0, 0.0, 0.0
armsLeft,leftWrist,0.151643887162, 0.0551158264279, -0.385809272528
armsLeft,leftAnkle,0.0, 0.0551154501736, -0.0551160126925
armsLeft,jaw,0.0, 0.0, 0.0
armsLeft,lowerSpike,0.0, 0.0, 0.0
armsLeft,leftHip,0.0, 0.0, 0.0
armsLeft,rightKnee,0.0, 0.0, 0.0
armsLeft,leftLowerSpike,0.0, 3.14159274101, 0.0
armsLeft,leftShoulder,-0.606272995472, -0.606271862984, -0.110231466591
armsLeft,rightEyeBrow,0.0, 0.0, 0.0
armsLeft,topSpike,0.0, 0.0, 0.0
armsLeft,lowerRightSpike,0.0, 0.0, 0.0
armsLeft,leftMiddleSpike,0.0, 3.14159274101, 0.0
armsLeft,rightAnkle,0.0, 0.0, 0.0
armsLeft,rightShoulder,1.15082752705, 2.19385170937, -0.0676960796118
armsLeft,neck,0.0, 0.0, 0.0
armsLeft,leftEyeBrow,0.0, 3.14159274101, 0.0
jump,leftKnee,0.0, 1.59835410118, 0.0
jump,rightWrist,0.0, 0.0, 0.0
jump,rightHip,0.0, -1.81881630421, 0.0
